dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.497205,91.667825,1.401150,2.827786,3.547544,5.419511,6.268607
0.020000,6.555170,91.666962,1.459122,2.898580,3.539723,-0.391047,6.267998
0.020000,6.614570,91.666042,1.518529,2.970349,3.588452,2.436459,6.267374
0.020000,6.675438,91.665060,1.579405,3.043825,3.673770,4.265911,6.266734
0.020000,6.737767,91.664014,1.641743,3.116870,3.652253,-1.075854,6.266079
0.020000,6.801603,91.662900,1.705588,3.192272,3.770079,5.891298,6.265408
0.020000,6.866938,91.661716,1.770934,3.267305,3.751676,-0.920163,6.264721
0.020000,6.933805,91.660458,1.837813,3.343942,3.831828,4.007622,6.264018
0.020000,7.002216,91.659122,1.906237,3.421211,3.863455,1.581359,6.263299
0.020000,7.072187,91.657704,1.976222,3.499257,3.902292,1.941825,6.262563
0.020000,7.143743,91.656202,2.047794,3.578575,3.965899,3.180349,6.261811
0.020000,7.216889,91.654610,2.120958,3.658205,3.981506,0.780358,6.261043
0.020000,7.291658,91.652925,2.195746,3.739383,4.058935,3.871451,6.260257
0.020000,7.368053,91.651142,2.272161,3.820773,4.069501,0.528310,6.259454
0.020000,7.446102,91.649257,2.350234,3.903623,4.142498,3.649857,6.258634
0.020000,7.525817,91.647266,2.429972,3.986949,4.166303,1.190226,6.257796
0.020000,7.607215,91.645164,2.511398,4.071280,4.216529,2.511303,6.256940
0.020000,7.690320,91.642947,2.594532,4.156719,4.271931,2.770106,6.256067
0.020000,7.775134,91.640608,2.679379,4.242338,4.280973,0.452075,6.255176
0.020000,7.861701,91.638143,2.765981,4.330066,4.386401,5.271403,6.254266
0.020000,7.950008,91.635548,2.854326,4.417269,4.360124,-1.313824,6.253338
0.020000,8.040087,91.632816,2.944447,4.506048,4.438950,3.941281,6.252392
0.020000,8.131927,91.629943,3.036332,4.594238,4.409529,-1.471029,6.251427
0.020000,8.225519,91.626923,3.129973,4.682047,4.390465,-0.953230,6.250444
0.020000,8.320891,91.623752,3.225397,4.771211,4.458189,3.386239,6.249442
0.020000,8.418014,91.620424,3.322577,4.859019,4.390400,-3.389473,6.248422
0.020000,8.516893,91.616933,3.421517,4.947015,4.399799,0.469967,6.247383
0.020000,8.617547,91.613275,3.522238,5.036015,4.450010,2.510531,6.246326
0.020000,8.719953,91.609444,3.624716,5.123905,4.394482,-2.776382,6.245251
0.020000,8.824113,91.605433,3.728953,5.211838,4.396623,0.107058,6.244157
0.020000,8.930044,91.601238,3.834966,5.300686,4.442410,2.289305,6.243045
0.020000,9.037731,91.596852,3.942743,5.388834,4.407438,-1.748589,6.241915
0.020000,9.147172,91.592270,4.052279,5.476818,4.399198,-0.411986,6.240766
0.020000,9.258365,91.587485,4.163576,5.564834,4.400794,0.079782,6.239599
0.020000,9.371330,91.582492,4.276651,5.653726,4.444584,2.189531,6.238414
0.020000,9.486047,91.577283,4.391486,5.741762,4.401795,-2.139485,6.237210
0.020000,9.602516,91.571853,4.508082,5.829800,4.401908,0.005683,6.235988
0.020000,9.720738,91.566196,4.626439,5.917860,4.402975,0.053332,6.234748
0.020000,9.840714,91.560304,4.746560,6.006028,4.408399,0.271190,6.233490
0.020000,9.962453,91.554171,4.868453,6.094650,4.431141,1.137116,6.232213
0.020000,10.085942,91.547791,4.992107,6.182704,4.402682,-1.422946,6.230919
0.020000,10.211182,91.541157,5.117522,6.270769,4.403238,0.027794,6.229606
